#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-01-12T04:05:11 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VOTx36781 
#INFO MaxTuples=50000 
#INFO queryParameters=9 
#-oc.form=D.
#-source=I/311/hip2
#-c=Canopus,rd=40,eq=J2000
#-out=RArad
#-out=DErad
#-out=pmRA
#-out=pmDE
#-out=Hpmag
#-out=B-V
#
#INFO -c=095.987958-52.695661,rd=40. 
#

#RESOURCE=yCat_1311
#Name: I/311
#Title: Hipparcos, the New Reduction (van Leeuwen, 2007)
#Coosys J2000_1991.250: eq_FK5 J2000    
#Table I_311_hip2:
#Name: I/311/hip2
#Title: The Astrometric Catalogue
#---Details of Columns:
    RArad (deg)   (F12.8) Right Ascension in ICRS, Ep=1991.25 [ucd=pos.eq.ra;meta.main]
    DErad (deg)   (F12.8) Declination in ICRS, Ep=1991.25 [ucd=pos.eq.dec;meta.main]
    pmRA (mas/yr) (F8.2)  Proper motion in Right Ascension [ucd=pos.pm;pos.eq.ra]
    pmDE (mas/yr) (F8.2)  Proper motion in Declination [ucd=pos.pm;pos.eq.dec]
    Hpmag (mag)   (F7.4)  Hipparcos magnitude [ucd=phot.mag;em.opt.V]
099.02108351 -24.11878004     0.06     5.43  7.7158 -0.010
099.02256517 -24.86605742    -0.74   -27.30  7.6149  1.199
099.02356110 -32.22193309    -4.58     5.29  9.2794  0.962
099.03351772 -72.78525517    -8.88    18.01  9.4799  0.975
099.03655679 -27.62165782    21.32  -263.01  7.7669  0.714
099.03934772 -28.83552962    -5.17     1.94  7.2073  1.016
099.04191763 -29.39783520    15.93   -27.64  9.7524  0.694
099.05253290 -36.13823681   -52.43   -86.13  7.3595  0.620
099.05506304 -36.64773496   -12.89    18.25  8.2220  0.259
099.06630884 -26.12197507     3.99    12.01 10.2287  0.646
099.06924011 -26.12364718     4.89    10.28  8.1145  1.082
099.07666058 -40.00673643  -220.33    44.10 10.6712  1.459
099.07964880 -42.67041935     1.02    -0.76  8.6175  1.572
099.08078264 -26.53478187     6.91   -21.50  7.6195  1.266
099.08512783 -19.49211714    -7.59     1.64  7.4163 -0.022
099.09017006 -18.66046526    -2.30     6.38  7.6132  0.328
099.09523978 -18.65994392   -10.09    13.06  5.8699  0.848
099.11321090 -57.53938626    47.03    62.57  7.2513  0.417
099.11433988 -50.32310943    33.67   144.02  7.3782  0.923
099.11651849 -31.88690967   -26.06    24.18  6.9530  0.366
099.12025977 -44.65115736    -6.97     9.32  8.9110 -0.046
099.13902292 -64.69853684   -14.92     1.04  8.3612  0.873
099.14540506 -20.23080375    -3.66    -5.62  9.5336  0.420
099.15440093 -49.22132093    -0.76    -2.59  8.4928  1.057
099.16746438 -58.40894011     6.04    24.02  8.5061  0.006
099.16975995 -51.42989106     4.27    17.50  8.4010  0.254
099.17082881 -19.25570935    62.57   -69.97  4.1200  1.037
099.17112190 -22.61475076    -8.14     8.36  6.3070 -0.117
099.17108730 -36.19146625     2.29     5.72  8.6229  1.518
099.19416826 -13.32097682    -1.09   -24.21  6.0762  1.562
099.20930233 -81.67896786    15.80    26.54  8.7631  1.071
099.21364280 -41.55715503     1.05     6.29  6.5273  1.147
099.21638815 -12.85136146    -3.40     1.70  9.1953  0.710
099.22642948 -27.05201785    15.30   -29.78  9.5431  0.423
099.23776562 -58.01476848    50.47  -204.00 10.2318  0.875
099.24465645 -69.44422422     2.08     5.38  9.0707  1.097
099.24680324 -56.25810111   -13.85    13.62  9.6028  0.450
099.25384202 -16.35673396    -5.54     4.47  7.8033 -0.020
099.25787435 -38.14661573    -1.04    45.21  6.1875  1.030
099.26119324 -41.24992275    -3.44    11.10  7.4314  1.592
099.26388030 -28.70613016    -6.85   -23.55  7.6863  0.973
099.26558179 -32.22506170   351.86   -54.25  7.7897  0.703
099.27131007 -50.48265198    -6.81    -0.60  8.1493  1.535
099.27201144 -74.79617104     2.07    19.84  9.1222  1.051
099.28047393 -52.34715113    -8.31   -20.53  7.7496  0.056
099.28999974 -70.91774530    -9.53    13.99  8.2632 -0.048
099.29616963 -50.03829759   159.27    13.43  9.6777  1.456
099.30652004 -40.77059655    -5.16    -0.18  7.7878  1.045
099.30767522 -36.99068409    -9.53    13.57  5.6824 -0.112
099.31113791 -61.54700780     1.48     6.27  9.0269  1.779
099.31116049 -25.36070791   -71.83  -142.72  9.7800  0.700
099.33323769 -43.45131608    -7.08     8.82  6.8242 -0.155
099.34052801 -54.97921558    -9.54    16.57  9.1809  1.584
099.35010225 -20.58696038     3.15     5.75  9.6695  0.008
099.35422392 -44.97606519    -6.00     8.39  8.0438 -0.092
099.35825722 -43.66145258  -133.01   164.70 10.0766  0.790
099.36194505 -19.79500666    -4.77     2.30  7.7715 -0.102
099.37311941 -31.45405094    16.73   -22.36  9.1311  1.152
099.37639797 -45.59431799    -7.08     8.13  8.2633 -0.075
099.37696320 -25.15474711    -2.26    -2.79  8.4977  0.098
099.40083757 -55.34379983     0.91    25.18  7.0471  0.965
099.40701400 -57.43753867    -7.36    -0.23  8.7764  1.505
099.41062628 -70.60365614   -14.55   -37.64  7.4619  0.518
099.41672678 -38.62833031    -2.83     5.73  7.8670 -0.113
099.41994733 -12.98481243    10.32  -124.46  6.2673  0.994
099.42400843 -77.53860853   -10.29    22.24  7.7767  1.414
099.42738361 -44.49569296     1.90     5.60  7.6996 -0.023
099.42815656 -19.30943049     7.24     2.64  9.0887  1.125
099.43150466 -17.01306590    -0.93   -26.89  7.6730  1.755
099.44029877 -43.19592397    -0.44    -3.87  3.1395 -0.103
099.44809875 -32.33989052   108.06    64.60  5.4170  1.177
099.45916929 -36.11368603   -21.69   -67.13  7.9348  0.519
099.46182799 -70.93333862  -149.69   299.25  8.8426  0.742
099.47260805 -18.23745709    -7.32    -8.72  4.5975  1.137
099.47318117 -34.29576897    -3.54     1.42  9.2072  1.467
099.50176793 -61.53356402   -47.84    72.73  6.2816  0.624
099.50226159 -59.77342497   -35.36    -3.67  8.9109  0.591
099.55380590 -70.09431822    -1.64    -3.35  9.5623  1.360
099.56743121 -22.76751111     0.41   -18.91  8.4141  0.888
099.59545786 -23.58030142    -2.31    -7.93  6.6186  0.664
099.59594416 -52.93212766    -5.31    27.03  6.8605  1.561
099.60277564 -28.79078477    -9.12    15.45  8.6439  0.183
099.60646419 -66.08570291    -6.58    40.80  7.3167  1.090
099.61064045 -58.33821348     4.37    51.89  8.3355  0.531
099.61044461 -53.65220919    -5.61    27.46  8.3160  0.346
099.62232894 -45.37380934    -5.25    19.38  8.2303  0.180
099.63248357 -39.46982232   -16.37   -66.74  9.5033  0.941
099.64763081 -16.87348647    -7.94   -25.03  6.0323  0.042
099.64991068 -52.05665155    45.04   192.99 10.6110  0.693
099.65078138 -24.96582218    -1.88    25.25  8.5380  1.352
099.65226526 -63.54985541    -2.95     9.63  9.1791 -0.104
099.65680199 -48.22023146     1.60    19.01  5.2090  0.997
099.66029158 -60.18305233    -3.23     9.73  7.0320 -0.090
099.66219737 -17.96921542    -1.93     8.87  9.4996  0.260
099.66572072 -81.45903047     1.94    61.06  8.9803  0.524
099.66509165 -37.99593559    13.29   -24.69  7.1192 -0.100
099.66926512 -17.93185871    -1.67     7.08  9.1389  0.080
099.67043172 -46.51521068     3.12    20.72  9.8279  1.136
099.67234252 -46.17515508    -8.11    11.28  8.3966  0.007
099.67398512 -76.51412794   -10.58    -4.10 10.1077  0.492
099.67987428 -45.06008730    -5.08    -1.70  8.3731  0.000
099.68328150 -45.06447474     0.79     8.06  7.5666 -0.115
099.69005481 -16.26084772     5.93    -5.80  7.1115  0.021
099.69605674 -28.75637872    -4.16     7.34  9.4703 -0.135
099.70034931 -43.82481361    -1.62    17.65  7.5667 -0.044
099.70625811 -27.74663215    47.06  -127.27  8.2191  0.572
099.71527025 -32.83097843    -5.22    11.56  8.8601  0.213
099.72322300 -63.46536388    24.85   118.51  8.8485  0.450
099.72796012 -15.96972932    -8.49    -0.74  8.8337  0.138
099.73074796 -40.58572496    20.77    11.25  8.0874  0.534
099.73120842 -74.42553609   -17.90    44.49  9.8583  0.790
099.73607166 -30.05761766     4.88    13.71 10.0339  0.310
099.74091247 -55.29876934    -7.29    20.09  9.0165  0.938
099.74404226 -58.83597763    -6.32     1.76  8.4614  0.408
099.75729576 -35.13651062   -27.58     9.06  8.1320  0.864
099.76493811 -18.18582826     1.98    -0.98  7.1989  1.648
099.77246999 -70.74507716     6.54    -7.62  9.1615  1.608
099.77428035 -37.53271661    -8.04    12.11  7.9973  1.032
099.78515335 -51.11096535     2.00    -9.15  8.4317  0.909
099.78898662 -44.16563737    -1.34   -26.42  9.5091  1.110
099.79856225 -26.57194102   -35.31    26.64  8.5325  0.769
099.81289855 -31.83559928    -2.02     5.71  7.6291 -0.178
099.81678309 -35.53237680    -3.06     3.34  8.2452  0.331
099.81965161 -14.14574685     5.11    -6.65  4.9771  1.459
099.82956557 -37.12964629    -9.40   -39.13  8.5344  0.738
099.83032779 -49.68078659    18.84   118.90  9.2049  0.642
099.83296376 -49.29355423   105.96   293.87 11.6160  0.000
099.83536141 -23.81276696    46.01     6.93  9.0977  0.630
099.84154166 -36.00750385    -6.77    36.55  8.3428  0.366
099.86071187 -28.44082444     4.80     0.88  8.1743  1.635
099.86153251 -43.42727327     2.69    -7.46  7.2763  1.532
099.87070116 -21.78569051    -5.91     2.32  8.4011  0.018
099.87613480 -31.43058503  -180.96    35.39 10.6372  0.626
099.87610724 -14.66709011     1.63   -13.14  8.7833  1.092
099.89763538 -60.40100476   -12.59    66.56  7.7520  0.998
099.90092435 -23.69564313     3.24    -8.27  6.0508 -0.031
099.90568179 -52.83246678     1.09    -3.88  7.3159  1.492
099.90898490 -78.44049148    -2.56    18.98  8.5950  0.071
099.90853352 -55.60970378  -393.79    12.46  9.9016  1.377
099.91307428 -26.64168394    10.63   -21.38  9.0469  0.690
099.92336176 -65.27443916     0.43    15.88  8.2263 -0.057
099.92655842 -45.56054297   -12.24    -3.48  8.7418  0.988
099.92777374 -30.47002421    -7.08  -191.51  5.8707  1.134
099.93047318 -53.45135311    16.69    -6.28  7.3989  0.174
099.94509162 -43.40292088   -10.20     9.10  7.3575 -0.136
099.95856849 -61.47838478   -27.92    75.34  9.8196  1.257
099.96247355 -51.06833083    33.75   -25.11  9.4504  0.501
099.97514208 -26.78790567    -6.11     4.06  8.3454  0.071
099.98274889 -23.70386053     3.00     5.83  8.0766 -0.050
099.98697216 -38.15891369    59.37   -35.26  6.7602  1.175
099.99042078 -14.74590578     3.74     2.99  8.7142  0.039
099.99499654 -32.89173218    -9.83     3.33  7.8748 -0.038
099.99689016 -29.75927450    -9.32   -10.78  9.6932  0.340
099.99772168 -13.96417294    -3.74     3.13  8.8057 -0.028
100.00709840 -48.54202822    25.44    30.53  8.1948  0.747
100.01211852 -80.81372258    -4.97    52.73  5.6721  0.214
100.01237286 -36.95505761    -0.33    -7.52  8.3181  1.019
100.01746445 -17.29364389    -0.98    -3.68  7.5922  0.493
100.01986597 -27.39824408    -3.73     2.56  9.1867 -0.090
100.02682877 -39.31239203   -26.64    -6.89  9.6393  0.645
100.05682370 -43.88623521     1.70     6.77  8.6806  0.975
100.06316815 -19.09646543    -3.35     4.34  8.4160  0.219
100.06402702 -47.29633018     0.73     4.03  8.9089  1.312
100.07286551 -16.47762446   -11.33     2.57  8.3837  1.566
100.09118127 -59.12322569    -6.61     9.98  7.7476 -0.094
100.09518544 -82.38073125   -66.30   281.48 10.4771  1.086
100.10074224 -15.85351647    -7.51     4.13  8.9501  0.299
100.10468239 -21.39006494    -5.99     4.00  7.5305  0.244
100.10676164 -54.46826715    -6.57    19.45  9.0036  1.545
100.10888362 -41.24139119    -9.02    39.55  9.4316  0.477
100.11171401 -28.22729424   221.88    18.96  9.5781  0.550
100.14002198 -34.21243035    -8.86    41.89  7.6720  0.329
100.14403271 -28.26556565    25.07   -22.74  7.3537  0.930
100.18291903 -51.66896860    27.20  -132.78  8.7629  0.479
100.18451075 -32.77825119     9.12    10.03  7.8591  1.021
100.19202834 -28.85252497    -2.75     5.40  8.0570 -0.112
100.19772434 -47.62154518    -3.32     8.81  6.6132 -0.143
100.20610959 -47.67466141     2.20   -13.66  6.7880  1.601
100.21380365 -44.41531190   108.96   -62.63  8.8070  0.626
100.22765249 -38.32678683     1.42     3.05  9.0378  1.150
100.23061428 -36.47346939    20.52    30.71  9.3354  0.599
100.23984428 -71.77509319    21.03   -40.23  6.6645  1.110
100.24925677 -30.55267770     4.26     3.69  8.8135  1.356
100.26132651 -25.91729422    -3.64     2.49  8.5076  0.060
100.26861149 -48.47593657   -30.28   148.43 10.0828  0.711
100.26878429 -71.12576428   -12.42    -4.89  8.1534  1.073
100.28254722 -30.64562455   -14.35     9.82  7.2200 -0.055
100.29562326 -34.51057675    23.84   -60.86  7.4572  1.476
100.30905695 -40.34987302    -4.22    10.32  6.1131 -0.146
100.31639245 -64.35961344    24.45   -20.12  8.4146  0.565
100.32552890 -40.29283443    -2.04    -3.71  7.8001  0.024
100.33271872 -52.69720621   -14.28   -20.99  7.7556  0.404
100.33604649 -22.21384849    -0.49   -19.98  8.7802  0.979
100.35013081 -20.84811494     3.09   -20.51  8.7424  0.469
100.35797957 -27.58706326     8.49    11.47  7.9880  0.064
100.36452162 -24.38306494    -4.41     6.45  8.2548 -0.099
100.37156809 -13.94596997    -7.09     1.06  8.0585 -0.016
100.37519466 -65.46849021   -10.32   -73.75  7.9865  0.510
100.37629315 -12.93033088    -8.93     2.98  8.7319  0.008
100.37826625 -20.31754612    59.60   -30.73  7.0427  0.969
100.38842536 -60.68814575   -17.20    71.27  8.5206  0.476
100.39160808 -17.53361096     3.11     3.00  8.2414  1.616
100.40749772 -55.99908639    11.24    33.20  8.8566  0.960
100.41478302 -35.55373609   201.97     4.18  9.7706  0.984
100.42896044 -33.46974428     4.43    -3.32  8.6596  1.050
100.43332092 -27.74141280    -4.57    16.64  8.6257  1.142
100.45180196 -14.47439673   -20.32   -16.32  8.1644  1.079
100.45850277 -49.38620944     1.80    26.22  8.7233  0.375
100.47448431 -39.78767550   -14.25     3.73  7.7388 -0.062
100.47542538 -18.27193183    -1.92    16.91  8.7320  1.660
100.48826772 -20.24961774    -4.21   -52.99  7.0117  0.901
100.49903684 -79.60900106    -1.22    91.55  9.6195  0.633
100.49875176 -16.00721990    -3.02     2.37  6.9246 -0.027
100.51676966 -45.19575425    26.25    34.40 10.5803  0.850
100.51805964 -48.58352348    41.04   -88.53  9.5387  0.510
100.52034132 -69.70658394   -15.87    14.64  7.5987  0.028
100.52161101 -51.75961183    -5.83     7.43  8.3137  1.225
100.52303578 -38.00379948    13.15    22.86  8.5073  0.596
100.52211768 -15.21493956  -172.73  -129.96  7.0822  0.563
100.53064867 -64.52396327    -0.38    13.24  8.1981  0.388
100.53263778 -71.88956492    13.00    49.43  7.8453  1.252
100.53504755 -46.47344580    -6.41    10.77  9.2569  0.882
100.53814866 -22.44354615    -4.11     3.37  8.0579 -0.134
100.55034231 -21.11228125    -8.33     1.83  9.3331 -0.034
100.56829874 -38.39879913   -15.51     3.71  6.3609  0.346
100.56999615 -36.02861978    12.76    -8.88  9.5745  0.000
100.57946813 -31.66602226    -4.47    16.39  7.7655 -0.093
100.58275714 -20.08838675    -8.32     3.90  8.8563  0.463
100.58414853 -41.72876938    -4.83     2.18  8.1255  1.000
100.58756527 -58.18301697     5.19    -4.97  9.3609  0.480
100.59689434 -22.36067256    -3.12     3.64  8.8595 -0.119
100.59745713 -24.23427514   -10.94    -3.01  8.9277  1.234
100.59734885 -61.22530877   -96.59   139.79  8.6750  0.755
100.60656933 -67.84319030   -19.38    37.66  6.7114 -0.039
100.60719528 -46.44620317   -40.04   -11.18 10.1926  0.677
100.60772025 -68.26860561    -4.35    11.67  8.8903 -0.120
100.60903613 -25.68647798   -10.41   -18.96  8.1539  0.108
100.61290028 -42.57157783   -59.02    39.26  8.0733  0.597
100.61490205 -23.23259747    -4.78     5.11  7.0324 -0.126
100.61838194 -42.37131500    -2.04    -2.79  9.5895  1.405
100.63389741 -34.36110831   -10.93     9.02  8.1779  0.092
100.64342082 -41.81529796    -0.85   -14.30  7.6154  1.107
100.64430287 -56.44529789   267.63    79.31  9.6136  0.726
100.64932433 -62.77713442    -4.99   -41.66  8.8570  0.317
100.65160312 -33.63200853    -4.88     6.24 10.1183  0.990
100.66543372 -12.94082217     9.20    -2.33  8.6725  1.431
100.66853304 -36.63042799   -12.76     7.10  7.8687 -0.006
100.68076970 -32.71277201    15.47     6.76  6.8320  0.281
100.69199291 -22.44883601   -53.08   100.21  6.3324  0.321
100.69517692 -22.45292437   -53.92    99.39  8.8953  0.663
100.70061526 -19.35455004    -4.22     5.86  8.9888 -0.005
100.70351580 -50.45181165    -6.20    10.01  6.9652 -0.140
100.71140778 -56.01609731    -4.60    10.14  8.2842 -0.035
100.71925923 -58.48385109     1.41     4.23  8.0700  1.520
100.71920232 -33.59170875    12.08   -17.34  9.9541  0.451
100.72274500 -30.12767047  -130.28    98.91 10.1065  0.860
100.72350829 -55.11520584    -8.34     8.50  7.8565 -0.093
100.73504377 -30.85617596    13.71   -73.59 12.4483  0.000
100.73775568 -15.73416228    39.15    -6.39  7.8992  0.430
100.74758931 -38.96423433    -7.63    14.52  8.9297 -0.023
100.75945218 -13.69806560    -3.27   -21.80  7.1627  0.053
100.75989577 -37.36988441    -1.25     5.60  7.9797 -0.081
100.77520465 -29.23733568    -2.08     1.85  7.2927 -0.004
100.77773293 -69.29780658    -4.32    12.56  8.8904 -0.039
100.77817676 -19.47335851    -2.13    -2.09  8.8724  0.979
100.79124799 -28.35274579     1.51   -12.91  7.3150  0.047
100.80201155 -15.83343168   -36.41     8.13  7.8407  1.216
100.80656128 -50.65085847   -14.29    51.30  9.4474  1.061
100.80799693 -48.22334551   -15.92     7.97  8.2064  1.048
100.80979938 -21.86239662    -5.42     6.44  7.2231 -0.145
100.81642243 -13.86181588    -0.99   -11.34  9.0177  0.140
100.81818327 -56.59517821    -8.16     7.31  9.1927  0.924
100.82029477 -63.13612923    -1.50    28.59  8.2394  1.283
100.82140909 -66.50103165    -2.50     6.86  8.0521 -0.025
100.82884543 -35.63110263    -3.10     4.11  8.6459  0.399
100.83223570 -26.47057265    -5.07   -11.04  8.2337  0.481
100.83885238 -40.90895744     1.92     2.99  7.8518  1.378
100.84023339 -62.61657371     4.51    -2.12  8.7884  1.125
100.84731200 -39.19308200    -2.38    -6.99  6.3661  0.258
100.87790529 -29.63541770    14.67     5.96  8.5154  0.384
100.88694196 -13.19600180   -11.41     0.63  8.2180  0.029
100.88786240 -53.02396789     4.32     8.24  8.5882  1.589
100.89002818 -44.05507301    -9.00    24.95  8.3274  0.164
100.90305358 -73.11796938    12.00   -98.39  6.5228  0.960
100.90487329 -37.77381623   -17.93    18.85  7.4831  1.034
100.92810387 -39.86494686     2.43   -28.84  7.7780  0.501
100.94263179 -71.97664504     6.17    61.15  9.0824  0.699
100.96248454 -54.18207542    -6.54     9.86  8.5212 -0.039
100.96443667 -40.99986083   -15.04  -139.40  9.0809  0.547
100.96681134 -54.56764860   -41.56   150.62  8.5999  0.819
100.97316684 -25.53497136   -46.91     8.23  6.8657  0.933
100.97356928 -27.59143970     2.66     9.42  7.4831  0.043
100.99385289 -32.43123598    10.70     2.67  7.8067  1.667
101.00598691 -42.71505969   -82.11   214.78  8.6731  0.685
101.02770730 -57.40018692   -53.39    57.25  9.4780  0.624
101.04086145 -54.73075995    -8.66    13.36  6.6651 -0.076
101.04521940 -18.39857521    -4.61    -0.49  8.6624 -0.045
101.05336486 -54.69552339   -17.44     6.74  6.4382 -0.119
101.05956644 -41.67537787   207.74   120.73 11.2598  0.693
101.05987431 -67.70262860    -3.80     9.25  8.8917  0.016
101.06956786 -39.96526174     3.74   -17.66  9.0916  0.260
101.08487867 -17.84322009     6.66   -11.80  8.6906  0.116
101.09081582 -30.17180750   -30.41   -53.73  8.9158  0.607
101.10868294 -77.24598203    22.02   101.42  9.1606  0.669
101.11660411 -38.06817120     6.88   -91.20  8.5983  0.551
101.11862098 -31.07053792    -3.20     5.59  5.1843 -0.127
101.12491770 -51.32224902    -4.09     2.60  9.5814  1.086
101.12956711 -19.65885995    -6.94     4.47  7.8889  0.221
101.15605013 -38.43675245     4.49    -0.05  8.9357  1.469
101.16642743 -14.72844394   -19.42   -31.36  8.9418  0.489
101.17869462 -57.44043223   -51.49    56.45  8.6639  0.505
101.18425062 -61.22424883    -7.29     7.77  7.0835  1.427
101.18478069 -19.05298110    -5.18     0.57  7.3007 -0.076
101.19279224 -52.42361813    -5.58    11.75  8.3396  0.140
101.20397642 -28.39440028   -15.00     6.73 10.1130  0.884
101.21224121 -18.57044558   -14.45   -18.35  7.1416  0.249
101.21648346 -27.34238089    -5.85   293.75  6.5522  0.550
101.21698155 -59.30387296    -2.98     7.12  9.5438  0.022
101.22270549 -66.86566212   -37.27   -48.12  8.8365  0.610
101.22727087 -48.70796408     7.82    63.15  9.2872  0.505
101.23169263 -50.57224356    -7.58     8.76  9.0824 -0.054
101.23197474 -70.43377292   -16.28     5.99  6.2604  1.335
101.24116428 -35.12170293    -3.89    10.09  8.0478 -0.013
101.24601566 -27.26645371    -3.45     3.79  8.9956  1.745
101.24657734 -67.82599477   -11.24     3.53  8.7263  0.897
101.26067613 -30.58641508    -7.52     4.69  6.4933 -0.111
101.27318982 -46.93586232    -5.99     9.17  7.7308 -0.134
101.27306265 -52.36243047    -6.31    39.00  8.0027  1.219
101.27999557 -13.20779520   -26.63    -2.85  9.4055  0.435
101.28013684 -31.65432625    -7.16     4.80  7.5792 -0.095
101.28854105 -16.71314306  -546.01 -1223.07 -1.0876  0.009
101.29137335 -82.89586655   -31.96     9.83  7.6828  0.401
101.29172185 -18.26824463     1.46   -26.64  7.0649  0.989
101.29370334 -47.22273302    -2.03     4.86  7.1679 -0.157
101.30561375 -46.85337076    -6.22     9.71  7.4423 -0.138
101.31108291 -25.64014477    -3.73     3.56  8.3614 -0.124
