#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-04-22T10:03:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VOTx36145 
#INFO MaxTuples=50000 
#INFO queryParameters=8 
#-oc.form=D.
#-source=I/311/hip2
#-c=207.91670996081834 -59.84812460577989,rd=60.0,eq=J2000
#-out=DErad
#-out=pmRA
#-out=pmDE
#-out=Hpmag
#-out=B-V
#
#INFO -c=207.916710-59.848125,rd=60. 
#

#RESOURCE=yCat_1311
#Name: I/311
#Title: Hipparcos, the New Reduction (van Leeuwen, 2007)
#Coosys J2000_1991.250: eq_FK5 J2000    
#Table I_311_hip2:
#Name: I/311/hip2
#Title: The Astrometric Catalogue
#---Details of Columns:
    DErad (deg)   (F12.8) Declination in ICRS, Ep=1991.25 [ucd=pos.eq.dec;meta.main]
    pmRA (mas/yr) (F8.2)  Proper motion in Right Ascension [ucd=pos.pm;pos.eq.ra]
    pmDE (mas/yr) (F8.2)  Proper motion in Declination [ucd=pos.pm;pos.eq.dec]
    Hpmag (mag)   (F7.4)  Hipparcos magnitude [ucd=phot.mag;em.opt.V]
    B-V (mag)     (F6.3)  Colour index [ucd=phot.color;em.opt.B;em.opt.V]
------------ -------- -------- ------- ------
-60.22296874  -142.24   -37.47  8.9977  0.586
-50.47672306   -10.22    -6.04  8.3780  1.000
-27.56804972   -17.38     0.19  9.3856  1.318
-61.46479145   -16.13    -7.01  9.0494  0.114
-60.93079772    -2.17    -0.16 10.0335  0.217
-02.26506278  -138.66    10.57  7.7194  0.930
-65.29140460    -6.95     1.10  8.0837 -0.017
-31.87259937  -202.87  -308.32  6.8083  0.591
-01.75835892   -28.39   -12.33  7.0096  1.397
-53.93028900    10.05   -18.83  8.6437  0.552
-55.10862189   -24.65   -16.41  8.1925  1.069
-66.22676622    25.65     7.85  5.9281  0.048
-03.89460071     4.66    -0.94  8.5145  0.964
-61.54508332   -54.47   -15.28  7.3439  0.345
-42.69971196   -26.72    -3.76  6.3614  1.057
-30.71212750  -206.32   153.22  8.1912  0.923
-59.81634256     7.28  -108.32  6.3222  0.592
-29.65021567   -46.07   -15.90 10.0804  0.859
-29.09998225    12.67     2.45  7.8268  0.208
-75.31383423    -6.71    -2.24 10.3146 -0.022
-70.15165976   -11.08    -5.74  8.9027  0.064
-61.89200154     3.00   -47.93  8.9595  0.597
-22.93316769   -33.43   -16.24  8.0506  1.590
-08.93172989  -129.50     1.96  9.0623  0.684
-02.55563136  -115.76   -31.99  7.6800  0.539
-05.02343824   236.35   -89.94  8.4165  0.735
-72.54400066    -9.84    -5.63  8.1154  0.026
-43.82987359   -16.10    -2.79  9.3537  0.918
-15.46046810   -12.07   -22.78  7.9874  0.816
-07.93335678     7.01     3.23  9.2236  0.512
-63.30018245   -35.40   -16.67  9.3050  0.420
-50.06237419   -25.41    -7.76 10.1311  0.526
-13.47110895  -164.27   -49.74  7.6725  0.470
-03.49455504   -18.24    -3.37  7.4696  1.480
-50.69978512   -32.34   -16.94  5.9112 -0.011
-52.40732401   -20.48    -5.01  8.4185  0.284
-18.82638116   -20.99    -9.81  6.3098  0.088
-68.49896065    -6.40     1.38  7.9731  0.195
-43.04356117   -78.41     1.84  9.2394  0.822
-12.22469078   -82.25    14.44 10.3105  0.500
-63.10273882     1.73    -4.94  8.4896  0.156
-74.02153015   -11.44    -0.60  8.5309  0.053
-32.30744517    -5.75    -8.68 11.9666  0.000
-04.37705520     1.68   -43.31  8.8182  0.648
-66.06691643   -10.23    -4.22  9.3923  0.019
-62.79393041  -133.31   -57.84  9.2934  0.798
-35.94614127     3.32   -24.32  8.5378  0.388
-26.51582302    44.85   -77.30  8.7496  0.649
-67.92609722     3.00    -5.46  9.0693  0.520
-64.31323375   -10.01   -11.05  7.8691  0.170
-06.92042004   -80.05    38.88  9.0916  0.569
-27.62931283    11.91   -16.97  8.4408  0.185
-45.18553064  -110.14  -110.75  7.0519  0.643
-65.03348035   -23.35   -10.35  8.5675  0.410
-39.76327087   -29.04   -42.33  8.9235  0.811
-77.45918080    -4.92    -0.39  8.4883  0.071
-71.84408225    -2.69    -1.52  8.9942  0.146
-43.13916095  -150.15    21.44  6.2987  1.366
-48.81751235   -15.78    -7.80  8.5570  0.423
-05.81501225     1.02   -13.10  9.2944  1.084
-51.03316637   -22.83    -5.89  9.9792  0.424
-22.36234986     3.76   -37.95  8.1322  0.405
-64.87872266    -3.29     2.34  9.0139 -0.200
-62.65388121    -5.11    -3.16  6.9356  0.998
-58.31706876   -18.03   -16.74  7.7182  0.384
-17.42653034  -154.13   -95.97  9.6836  0.619
-02.80697775   -36.21    -2.62  6.0856  1.293
-32.25418990   -32.29   -17.70  9.2078  0.575
-54.69294448    -8.25    -3.83  8.5080  0.840
-16.55838582   136.97  -141.49  8.3210  0.817
-14.28212479  -116.82     3.66  8.0422  0.605
-34.68537519    -9.42    -4.45  9.2240  1.378
-19.93133473  -119.59   159.61  5.4722  0.862
-63.37373113    -7.63    -2.20  7.9828  0.103
-31.60922931   -26.34    -4.44  9.0954  1.029
-58.68390819   -56.32   -12.34  6.0737  1.084
-58.78371353   -24.36    -1.84  8.7910  0.223
-59.10285954  -248.81  -154.51  5.0087  0.489
-41.21176049   -35.59   -11.20  7.7684  1.030
-78.44744495    -9.40    -3.47  6.0024  1.040
-25.21376751    -6.32    -0.12  9.0661  1.327
-42.85209149   -97.74   -40.18  6.8847  1.083
-29.26219119    40.67   -31.84  9.1732  0.660
-05.02715261  -171.42   -41.91 10.0824  0.690
-35.43982960   -70.57   -29.17  7.9131  0.512
-75.17115057    -2.78    -3.41  7.1018  1.503
-54.96211988   -40.56    -5.86  8.1512  1.011
-33.93004959   -34.95    -4.83  8.8879  1.054
-24.28427161   -78.86     5.82  6.7336  0.400
-28.53552988    48.38    -5.95  8.5960  0.505
-42.20258402   -46.91     1.57  8.1781  0.423
-79.19350564    -1.79    -9.81  8.2825  1.183
-31.41963021   -15.84     6.71 11.4041  1.646
-58.33422896    -8.69    -1.31  9.3499  0.510
-46.85747467   -24.40   -20.42  8.0541  0.332
-58.33951270    -7.31    13.73 10.9339  0.101
-79.29127739  -110.69   -54.44  8.9360  0.605
-38.65158953   -11.65     7.34  7.1280 -0.098
-48.95680473  -109.97   -89.78  6.0019  1.061
-63.58105524    -6.89    -1.01  6.9084  0.112
-10.37027587   -22.45   -44.13  7.0649  1.542
-15.01803340   -30.56    23.95  8.8718  0.992
-21.36742525   -12.80    -0.86  9.0684  1.549
-10.43244545    15.78    -7.82  8.4429  0.296
-51.80466963   -76.91   -38.04  7.7205  0.436
-11.36870122  -218.31  -295.15  7.1553  0.683
-36.25286730    -7.43    -4.17  9.1831  1.584
-19.03475859   -23.61    -3.87  9.0846  1.514
-11.34845582     0.76    -6.92  8.2111  1.197
-30.18137746   -31.72   -19.47  7.9939  1.087
-37.91342017   -29.68   -26.46  9.6878  0.611
-36.37135763   -43.04   -21.68  6.3342  0.968
-83.84345350     1.63   -17.29  9.9034  0.555
-60.96686953    -4.38     0.17  9.9162  0.532
-19.20475342    -8.12   -75.33  8.6657  0.660
-37.42498599   -12.27    -5.52  8.0361 -0.105
-40.38859956  -100.74   -20.17  7.9443  0.795
-18.91989208   -31.05    -9.38  8.0687  0.400
-67.89456339   -36.46   -11.36  4.7571 -0.078
-50.96866091     3.04   -20.34  9.2474  0.890
-59.79286737   -10.94    -3.62  8.6530  0.053
-70.47794835   -15.49    -6.30  7.5053  0.024
-57.25883393    -5.89    -0.80  7.7965 -0.032
-24.00055825   -25.09     2.61  8.4209  0.468
-17.47131646   -48.81   -22.04  9.0726  0.263
-55.34126092  -231.02  -136.12  8.4661  0.630
-01.74601660   -31.30    -1.57  8.9360  0.686
-53.69329039   -71.77   -34.19  9.1150  0.595
-43.06301297   -16.68   -13.00  7.6571  1.087
-47.51921530   -89.19     4.82  8.7866  1.119
-69.67919725  -100.18   -35.25  6.5329  1.210
-57.03666827    43.48    -9.64  9.1603  0.537
-25.32520560  -154.19   -93.96  9.9469  0.768
-39.69308158   -15.58   -57.58  8.8355  0.639
-08.05530105    42.18    58.71  8.2025  0.705
-87.56030427  -221.11  -156.05  7.2549  0.710
-34.51763108  -157.68  -103.83  9.5683  0.650
-41.14129378   -21.44     1.94  8.0143  1.020
-55.38584794    -5.84    -0.53  8.5918  0.841
-62.05989796   -23.51    -5.62  9.1028  0.109
-26.31787155   156.82  -199.35  9.6993  0.800
-85.56118431   -27.17    -6.59  8.3012 -0.007
-42.05488227    10.01    -7.83  8.3278  1.603
-29.50568595  -110.57   -82.09  9.3902  0.664
-40.05471893    -3.69   -16.70  7.9620  1.122
-63.88424878    -5.01    -2.00  8.8191  0.084
-12.35009184    17.66   -19.91  7.4392  1.253
-56.32539185    -4.58     0.21  9.6292 -0.052
-36.67447895   -22.08   -12.70  9.1042  1.493
-03.11264463   -21.45  -126.88  8.8945  1.000
-48.78938074   -18.52    -0.92 10.2464  0.590
-56.35535982   -20.14    -0.94  8.5998  1.298
-19.94282246   303.48  -114.86  5.3748  1.011
-69.55057681   -11.69    -5.14  8.3840  1.434
-03.90610946    16.84   -10.16  9.1096  1.080
-05.66862393   -82.26   -39.14  7.7987  0.647
-50.89662086   -13.23    -4.88  8.4866 -0.044
-46.69083164    -8.27    -2.54  8.4179 -0.069
-62.58374241    -3.55    -1.59  8.0166  0.226
-21.91736990  -100.28   -29.13  8.2398  0.590
-57.06158969    -7.88    -0.21  7.0360  0.323
-54.12355730   -49.83    -4.95  9.4296  0.571
-84.46283133   -38.67   -42.41  8.6926  0.492
-48.46500264    -3.75   -15.67  9.0675  0.969
-52.41473851    18.00   -24.50  7.0550  1.030
-12.62117218    35.96   -25.58  8.3268  1.116
-50.95507215   -36.14   -20.63  8.6672  0.339
-23.54859315    12.81   -37.18  9.3333  1.209
-38.36764411    10.29     3.51  9.7338  0.592
-33.79545372    12.33  -206.60 11.8929  1.397
-59.13526187   -33.30    -7.48  8.9385  0.342
-01.39046488   -33.64   -30.61  6.7690  0.314
-63.97375911   -30.41    -4.36  9.8566  0.470
-28.06491639    -3.65   -14.86  9.2892  1.033
-44.70437702   -18.21    -0.16  6.7871  2.867
-05.57338854   -10.34   -46.51  7.9656  0.588
-26.63889576  -145.47   -11.25  9.4341  0.864
-65.13812584   -99.02   -54.26  6.1551  0.431
-41.28300197   -16.25    -0.65  7.3193  0.907
-21.78901661    -1.42    -8.69  8.2735  1.501
-06.93476468   -31.67    -5.41  8.4211  0.481
-30.59201038   -50.02    -2.79  7.5177  0.407
-31.50607658    33.64   -48.65  5.2673  0.959
-34.59839156  -104.55   -19.82  8.1824  0.740
-13.15881052   -41.32   -11.51  7.9495  1.064
-30.01509031   -12.03     0.23  9.7864  1.242
-04.72558503    48.34   -57.79  9.2958  1.171
-65.60462928   -28.63   -12.73  8.7461  1.245
-52.90186082   -22.46    -4.37  9.7765  0.912
-46.47674816    -4.44     0.87  7.9662  1.630
-12.52580940  -111.13   -61.17  8.2393  0.466
-66.78342286   -14.98    -6.64  5.0187  1.480
-58.76065425    30.01     5.02  9.1724  0.867
-43.97944135     3.43   -12.29  5.8814  0.187
-32.59958664     6.34    -7.19  8.8186  0.965
-51.35380909    12.78   -28.20 10.0156  0.534
-11.48354674   -63.69     7.87  6.6844  0.264
-21.53797594   -17.87    -1.17  7.9159  0.337
-36.81725156   -88.83    39.49  9.0902  0.610
-22.74888973     0.68    -3.29  9.0475  1.299
-47.76186151   -36.50   -19.80 11.1402  0.920
-10.54632744   -83.44    15.94  6.9660  0.338
-40.54391024   -39.29   -82.61  9.3937  0.773
-42.93291758   -40.29   -23.35  8.3862  0.478
-00.67604128   -68.06    -9.60  6.4325  0.260
-65.03580538    -5.46    -0.21  8.8858  1.100
-15.54792606   -33.48   -60.09  6.8429  1.051
-36.93807004   -32.22   -12.17 10.0539  0.000
-43.29919070    14.94    -8.09  7.5030  0.121
-66.95433679   -44.84   -20.15  8.0661  1.016
-45.34573662   -50.81    -2.45  9.1101  0.554
-37.01720122   -26.38   -14.40  7.5554  0.174
-60.41592732   -10.81    -1.59  8.3325  0.112
-08.73314463    13.70   -50.45  7.3654  0.516
-47.58992437   -25.74    -1.50  6.6398 -0.005
-60.40914562   -20.05    14.15 10.5005  0.375
-30.87490738   -13.44   -37.57  9.3581  1.256
-68.04012755   -24.53    -0.46  8.3858  0.109
-50.19710837   -30.74   -14.47  8.3872  0.378
-68.49564400   -21.20    -9.69  6.7049  0.058
-61.01074523   -38.32   -16.45  8.5698  0.456
-14.07184485   -37.39     6.13  9.4866  0.817
-73.34442367   -43.06   -48.28  7.1155  0.267
-72.95022969   -11.08   -14.28  8.6106  0.304
-53.21239817   -41.64   -22.73  9.1112  0.500
-44.05533421   -30.83   -20.22  6.8069 -0.018
-38.48213928   -38.86   -28.69  9.5126  0.632
-60.39728084   -20.38    -1.33  7.5968  1.657
-14.77943918  -331.94  -234.29 10.9808  1.344
-63.68711688    -8.48    -0.67  7.9046  0.610
-55.25226361   -35.16     7.33  8.2690  1.249
-12.10441139   -82.39   170.51  9.4302  0.573
-14.58169642  -226.31  -165.51  9.7206  0.864
-26.84217190   -44.51   -20.03  9.0022  0.554
-05.78924000   -30.67    -9.15  8.3656  0.463
-57.30032512   -11.74    -0.33  7.1121  0.106
-09.57638928   -32.27     9.45  9.2654  1.001
-25.52087428    -5.42    14.90  8.5359  1.157
-59.61799627    38.86   -42.03  9.8554  0.677
-63.44914376    -3.79    -0.91  6.9383  0.748
-43.95523726   -11.92    -5.83  9.4747  0.940
-43.60749013   -18.31    -0.92  8.6021 -0.046
-47.10252460   -22.75   -13.02  8.9224  0.267
-28.33231073   -72.78   -86.06  6.9527  0.981
-78.82308931   -84.95   -15.28  7.1304  0.205
-18.30861040 -1070.36 -1063.69  4.8660  0.709
-45.76461104   -32.39   -19.59  6.8757 -0.006
-58.13710132    -3.63    -3.54  9.1789  0.206
-06.26575176   -42.83    -6.18  7.7668  0.994
-51.28574669   -25.95   -12.19  6.1932 -0.001
-57.45426930     6.99    50.92  9.5751  0.907
-33.09077698   -31.35   -41.04  9.2260  0.934
-49.87827191   -10.29    -5.49  7.3464 -0.023
-58.26703267   -94.02     6.14  8.7348  0.654
-28.67254613     5.02     9.52  9.2718  0.287
-17.13370577    28.27     6.66  7.5930  0.611
-40.75944875  -237.21    36.00 10.7329  0.729
-79.97596125   -18.30   -22.92  6.3412 -0.027
-13.19567513   -71.94   -61.05  9.0909  0.846
-12.01547872   -32.75    -3.32  7.5982  0.077
-53.22155786  -158.94  -147.32  9.1080  0.746
-23.17141256    68.99   -41.85  3.1521  0.920
-02.53145596     7.34   -30.04  9.3440  0.390
-03.07136213  -637.70  -130.55 10.8997  1.008
-25.25548078  -171.40  -137.79  9.0927  0.652
-28.78483925   -35.12   -16.36  7.7749  1.614
-01.26934416   -99.41   -50.61  8.7931  1.083
-62.38232951    -4.18    -1.34  8.6365  0.940
-25.59556083   -52.27   -36.72  8.2513  0.561
-12.64808562   -92.37    -1.33  7.4320  0.400
-74.84038743  -346.67   -90.16  8.5230  0.852
-35.27985167    -8.24    -7.90 10.0609  0.457
-36.10261936   -39.91    -6.56 10.3541  0.476
-20.00350088    18.23    -4.42  7.6502  0.106
-52.65484384   -68.88   -23.19  7.8975  0.483
-37.66778734    27.70   -18.42  8.7196  0.554
-67.62293340   -27.05   -20.23  9.1664  0.500
-56.27906848   -10.73     0.96  8.6266 -0.040
-52.75795947   -40.11   -18.01  9.6051  0.458
-65.75214988   -27.39   -11.70  9.5157  0.388
-15.56734319    26.42   -37.63  8.9970  0.630
-72.03547768    -5.52   -51.58  6.1902  1.341
-59.47230036   -33.53   -17.81  8.3198  0.398
-24.61932034  -132.42     1.45  8.3763  0.510
-39.95034193    68.51  -124.97 10.3505  1.049
-73.81756413    -5.16    19.14  8.6561  1.310
-61.37140648    -8.37    -2.03  8.1857  1.419
-11.14837808   -63.53     5.51  8.3209  0.480
-58.47845496    -3.41     6.09  8.3769  1.255
-50.37660078    -3.08   -15.95 10.8675  0.487
-63.75544435    24.00   -32.79  7.7257  0.491
-12.48359998   -21.91     3.98  8.0909  1.471
-60.63517595   -10.16    -3.57  7.0683  1.868
-57.24325560    -5.42    -2.72  9.9525  0.821
-30.33235377   -12.51     3.69  8.4961 -0.108
-67.36429098   -23.70   -14.32  7.2648 -0.010
-63.03628453    -6.60     0.39  9.1028  0.140
-11.67293554   -29.15   -18.81  7.3119  0.100
-06.54161128   -46.83    -5.25  8.4026  0.435
-65.91677997   -23.34    -8.69  8.8999  0.414
-09.10557769    -5.63     0.14  8.7215  0.957
-34.84672938    12.01    -4.83  9.2056  0.434
-61.96905596    -9.57    -5.38  7.9690  0.040
-61.51329274  -246.01   -66.13  9.1311  0.536
-70.85494630  -392.14   -30.79  7.5701  0.742
-62.03119106     5.89    -3.12  8.4666  0.522
-41.19069499  -328.23    12.47  6.8406  0.519
-39.93887887    -1.15   -24.89  9.8158  0.838
-62.52660367     1.81     8.24  7.0626  1.287
-76.41919050   -12.28     1.91  8.2694  0.060
-34.57948464   -17.57    -8.07  8.6887  1.293
-61.49294792    -7.38    -1.76  9.7976  0.867
-59.44102993    44.96   -63.72  9.6692  0.544
-61.41347672    39.26     2.51  9.2226  0.700
-53.47343467    -9.37     2.24  8.5740 -0.024
-24.50978503   -49.70   -57.15  8.6099  1.231
-77.95858780   -23.17    29.97  8.3608  1.155
-11.30411838  -113.52    -5.34  6.8912  1.000
-43.95289090    26.31     2.11  9.5812  0.605
-09.05969146    51.04   -11.33  8.8820  0.654
-03.02782080    37.21  -191.08 11.5238  0.580
-40.95955864    -4.18    -2.14  8.5340  0.050
-01.65689721   127.49  -250.72 11.6524  1.510
-63.77478132    -7.17    -3.80  9.0132 -0.012
-16.70364264    17.11   -32.02  9.0153  1.248
-41.57605332   -25.04    -0.34  7.6743  1.484
-49.22361899   -32.77   -20.46  8.0261  0.264
-27.24447276    -5.18    -2.74  9.0414  1.613
-10.19046092    -4.42    14.93  8.2937  1.140
-56.67519777   -28.10    -2.03  9.5120  0.528
-27.40998644   -24.95   -26.17  7.9183  1.501
-33.65776844   -20.74    13.49  7.8273  1.556
-50.68745420    43.31   -18.15  9.7120  0.645
-43.43545016    -7.44   -12.25  8.4811  1.181
-66.53348371   -48.59  -107.81  8.6748  0.667
-20.88075323    66.21   -61.31  7.6862  0.423
-45.67691867   -40.77   -10.85  8.4896  0.197
-22.13522074   -29.24    -3.66  8.3753  1.023
-07.48321123    -7.79    -8.92  9.3191  1.029
-59.77275791   -32.00    -9.90  6.2924  0.410
-36.71208083  -341.11   -86.14  2.7717  0.068
-18.42458571   -50.62   -42.87  8.3319  1.093
-52.74778485   -30.48   -16.54  5.4194 -0.125
-69.68053844   -36.67   -10.32  7.5394  0.283
-14.77237762    37.13   -11.34  8.5028  0.645
-61.33657210    -8.79   -14.46  9.3699  0.505
-11.45037266   -17.36    -3.94  8.4334  1.426
-23.76344362   -77.09   -25.88  7.2290  1.574
-52.25567957   -13.81    -3.64  8.8421  0.569
-46.20488696    20.86   -10.84  8.8419  1.154
-55.80069809    -3.04     3.93  6.0897  0.236
-07.90320354  -127.19  -239.84 10.8957  0.984
-48.72210505   -26.57   -16.23  9.3163  0.391
-26.95147783  -103.58   -34.08  9.8053  0.710
-44.95796908    -9.83    -3.11  9.3924  1.039
-28.17210923  -148.83   -21.86  9.4546  0.642
-08.11784291    -2.52     1.68  9.5047  1.317
-46.88005831   -73.73    20.49  5.9232  1.106
-60.08738910  -150.09   -72.87  9.8208  0.747
-64.57457147   -70.99   -49.54  9.6568  0.577
-05.66554162    -5.39   -17.94  8.5789  0.453
-22.38299851    23.61   -10.03  7.4114  0.915
-24.47024369   -29.89     8.47  6.9925  1.653
-21.80593549   -63.44    14.88  8.2814  0.429
-73.27440062     8.85   -13.91  8.2717  0.370
-40.33692150    -0.62   -34.12  8.7129  0.605
-39.97568850     1.06    -3.03  8.5195  1.674
-51.67115224   -20.94    -3.98  7.5379 -0.047
-49.69959343    -6.99   -13.55  8.1273  1.208
-62.90822570   -16.30    -4.30  8.4002  1.260
-09.99921829  -122.53    45.27  7.3575  0.872
-32.24285225   -59.68   -79.30  9.7178  0.665
-74.44193526     7.39    -0.09  7.8477  2.100
-53.35719834    -3.71    -7.72  8.5038  0.488
-32.21602490   -28.70   -48.18  9.8472  0.787
-39.98994212    -5.85    -7.34  7.4794  0.002
-78.12875401    50.86    63.62  9.1073  0.558
-22.79421137   -16.77    28.48  7.2412  0.469
-64.04963882  -233.67   -43.95  7.4872  0.582
-32.24437808    11.38     1.97  9.3716  1.345
-43.63428513   -29.68   -17.73  6.6784 -0.024
-67.53685639    -8.58    -7.48  7.0248 -0.042
-19.48928658   -78.60    -2.94  6.2454  0.098
-47.64457996   -20.66    -4.41  8.6574  1.139
-60.80884793    -9.98    -9.45  8.7584  0.154
-65.16315800   -10.00    -7.46  9.2152  0.450
-11.74701940   -61.80   -11.85  7.9009  1.352
-66.49242801   -19.73   -32.66  9.3443  0.576
-36.54917609     3.20    -5.30  8.2665  1.429
-42.13171187     1.36   -12.23  8.5733  1.407
-39.31134060  -753.37   104.52  8.9048  0.450
-18.74208753   -46.74   -14.30  7.1105  0.302
-55.41703127   -19.10    -2.26  7.7672 -0.018
-36.11218023   -69.86   -22.24  7.5196  0.338
-37.11759105   -40.42   -10.55  9.7071  1.035
-54.37776952   -34.72    -8.62  9.5448  0.522
-38.85437043   -72.41   -56.91  7.2555  0.621
-51.28221335   -36.51   -19.14  7.1589  0.227
-46.87674836    -0.45    -1.38  9.3281  0.875
-28.94590651  -116.24    37.40  9.3601  0.600
-49.91269111    -7.47    -2.36  7.7441 -0.053
-51.69910395     5.78    -0.62  8.8881  1.008
-43.05039766    16.67   -12.45  7.1985  0.125
-09.05971108  -220.53   -75.87  8.8379  0.594
-57.68947634    -6.76    -0.48  8.8729  0.031
-70.54704604   -13.72    -6.71  7.6462  0.007
-14.41976428     4.99   -44.94  6.9670  1.507
-60.18498375    -5.70    -1.24  6.9255 -0.015
-27.14414391   -10.96     4.52  9.5593  1.413
-12.57953336     4.18    -3.80  7.0058  1.610
-64.21882818   -19.53    -3.63  7.6659  2.766
-04.66270605    -2.57     4.48  7.9312  0.700
-35.69771198   -11.36    -5.40  8.7742  0.888
-52.18295144    -4.18    -1.41  5.8719  0.072
-08.69960012    -2.02     6.12  8.7218  0.937
-33.95130848   -26.68     5.88  8.9465  1.026
-30.80724507    -2.06     2.19  8.8821  1.089
-25.84088898  -124.96     5.50  7.1942  0.434
-60.29272303   -31.15   -13.67  9.3155  1.300
-69.36112950   -28.58   -22.29  8.7045  0.510
-50.45268545   -28.33    -7.37  8.8825  1.057
-00.57880349   -25.02   -10.51  8.3771  0.849
-27.82757316     3.24    -1.09 10.1478  0.710
-06.20180358   -70.26  -142.90  6.7728  0.692
-22.95281605   -24.26     9.01  8.2586  0.561
-22.95206713   -73.39    65.49  8.4771  0.667
-02.59031496   -13.07    14.98 10.1899  0.821
-60.98835616   -36.31   -15.50  4.4770 -0.141
-68.92720198    -4.58    -9.13  8.9295  1.678
-18.03081101  -163.37   -39.64  8.2085  0.721
-19.46925349    10.71     0.09 10.0437  1.121
-38.40427799   -35.30   -70.92 10.3145  0.648
-13.18650574   -23.13    -2.10  7.8093  0.150
-09.31630480   -14.31    17.14 10.3477  0.575
-21.41412387   -49.07    24.65  8.1641  0.953
-47.94321903    17.48     0.16  6.2353  0.181
-72.14667390   -17.66   -15.86  6.0812  0.049
-43.97492423    -5.57  -129.46  9.7416  0.716
-62.01222041    -7.14    -1.94  8.0522  0.645
-17.73520383   -49.71   -29.39  5.5196  0.987
-81.30975335  -361.15  -149.09  8.0154  0.667
-48.56278553    -9.01    -2.04  6.3529 -0.077
-50.49353463   -28.35   -10.90 10.3928  0.831
-63.06176900    -4.56    -2.44  9.2197 -0.024
-15.92807002   -15.66    -3.29  8.7836  1.500
-33.18988732   -17.59     4.56  6.2409  1.653
-24.73414644  -114.81     2.97  7.9245  0.531
-15.41448456     4.24   -11.55  8.3942  1.477
-55.20955346   -14.24   -19.12  8.9027  0.501
-38.57095266   -62.65    41.71  9.2270  0.685
-58.98708855   -20.24   -12.97  9.4887  0.322
-62.87136677   -46.60    -2.99  8.0958  0.484
-14.92675278    89.13   -97.74  7.9556  0.521
-60.22719192   -10.98    -9.51  8.2326  1.106
-04.92438795   -18.69   -15.84  6.0137  1.431
-24.65564524   -26.86   -11.66  7.6025  1.406
-57.32307513    -9.91    -2.78 10.1329  0.064
-39.62794268   -22.71    -3.15  7.3810  0.083
-68.79194856   -22.96    -1.48  8.5234  0.565
-09.40695361   -26.28   -32.63  8.5939  0.456
-26.97897406    19.95   -31.58  8.8303  0.552
